"id","area","area_th","difficulty","prompt_th","option_a","option_b","option_c","option_d","correct_option","correct_answer","source_explanation","junior_answer","junior_review","senior_answer","senior_review","team_lead_answer","team_lead_review","banking_reference","review_tags","ba_confirm"
"rg-radd-104","requirements_analysis_design","Requirements Analysis & Design Definition","medium","เพิ่มระบบ dispute และ chargeback สำหรับรายการบัตรเครดิต มี business rule ซับซ้อนเกี่ยวกับ card scheme rule, dispute SLA, fraud rule และ audit trail และผลลัพธ์ขึ้นกับหลายเงื่อนไข Model ใดเหมาะที่สุดเพื่อวิเคราะห์ rule?","Org chart เพราะแสดงเงื่อนไข business rule ได้ละเอียดกว่า table","Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Empathy map เพราะใช้ตรวจ logic ของ rule หลายเงื่อนไขได้ดีที่สุด","Release burndown เพราะบอกผลลัพธ์ของ rule ตาม condition ได้ครบ","B","Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Decision table เหมาะกับ rule ที่มีหลาย condition และ outcome เพราะช่วยตรวจ coverage, conflict และ gap ของเงื่อนไขได้ดีกว่า artifact ที่เน้นคนหรือ timeline","B. Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: bank-native context; compliance/policy; data/system integration; value realization","B. Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","bank-native context; compliance/policy; data/system integration; value realization","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-radd-105","requirements_analysis_design","Requirements Analysis & Design Definition","medium","ระบบของ ทีมบัตรเครดิตของธนาคาร ต้องรับส่งข้อมูลกับ card management, case management, merchant portal และ document archive หลายตัวในโครงการ เพิ่มระบบ dispute และ chargeback สำหรับรายการบัตรเครดิต เทคนิคใดช่วยวิเคราะห์ boundary และ contract ระหว่างระบบได้ดีที่สุด?","Brainstorming อย่างเดียวโดยไม่ต้องนิยาม field หรือ error case","Stakeholder map เพราะใช้แทน interface contract ระหว่างระบบได้","Training plan เพราะแสดง data mapping ระหว่างระบบครบถ้วนที่สุด","Interface analysis ที่ระบุ input/output, trigger, protocol, error handling, owner และ data mapping","D","Interface analysis ที่ระบุ input/output, trigger, protocol, error handling, owner และ data mapping","Interface analysis ทำให้ requirement ระหว่างระบบชัดเจน ทั้ง trigger, data, protocol, error handling และ owner ลดความเสี่ยง integration mismatch ใน solution design","D. Interface analysis ที่ระบุ input/output, trigger, protocol, error handling, owner และ data mapping","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","D. Interface analysis ที่ระบุ input/output, trigger, protocol, error handling, owner และ data mapping","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: bank-native context; data/system integration; stakeholder alignment; change/traceability","D. Interface analysis ที่ระบุ input/output, trigger, protocol, error handling, owner และ data mapping","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","bank-native context; data/system integration; stakeholder alignment; change/traceability","ควรตั้งเป็น BA confirm item ถ้าหลักฐาน policy/process owner ยังไม่ชัด"
"rg-radd-106","requirements_analysis_design","Requirements Analysis & Design Definition","medium","รับแจ้ง dispute ตรวจหลักฐาน provisional credit ติดตาม merchant และปิดเคส มีสถานะหลายแบบ เช่น เปิดเรื่อง รอตรวจ อนุมัติ ปฏิเสธ และปิดงาน BA ควรใช้ model ใดเพื่อวิเคราะห์ transition และ rule ของสถานะ?","Persona profile เพราะใช้แสดง transition ของสถานะระบบได้ดีที่สุด","State model/state diagram ที่แสดงสถานะ เหตุการณ์ที่ทำให้เปลี่ยนสถานะ และเงื่อนไขของแต่ละ transition","Budget forecast เพราะบอก lifecycle ของ case ได้ละเอียดกว่า diagram","Mood board เพราะช่วยให้สถานะระบบถูกต้องตาม business rule","B","State model/state diagram ที่แสดงสถานะ เหตุการณ์ที่ทำให้เปลี่ยนสถานะ และเงื่อนไขของแต่ละ transition","State model เหมาะกับ entity ที่มี lifecycle และ transition ชัดเจน เช่น เคส คำขอ หรือคำสั่งซื้อ ช่วยตรวจว่าเหตุการณ์และเงื่อนไขเปลี่ยนสถานะครบหรือไม่","B. State model/state diagram ที่แสดงสถานะ เหตุการณ์ที่ทำให้เปลี่ยนสถานะ และเงื่อนไขของแต่ละ transition","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. State model/state diagram ที่แสดงสถานะ เหตุการณ์ที่ทำให้เปลี่ยนสถานะ และเงื่อนไขของแต่ละ transition","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: bank-native context; compliance/policy; data/system integration","B. State model/state diagram ที่แสดงสถานะ เหตุการณ์ที่ทำให้เปลี่ยนสถานะ และเงื่อนไขของแต่ละ transition","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","bank-native context; compliance/policy; data/system integration","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-radd-107","requirements_analysis_design","Requirements Analysis & Design Definition","medium","BA เขียน user story สำหรับ ผู้ถือบัตรเครดิต ใน เพิ่มระบบ dispute และ chargeback สำหรับรายการบัตรเครดิต แล้วทีมบอกว่ายังใหญ่และกำกวม เกณฑ์ใดช่วยตรวจคุณภาพ user story ได้ดี?","RACI: responsible, accountable, consulted และ informed","SWOT: strengths, weaknesses, opportunities และ threats","RICE: reach, impact, confidence และ effort เท่านั้น","INVEST: independent, negotiable, valuable, estimable, small และ testable","D","INVEST: independent, negotiable, valuable, estimable, small และ testable","INVEST เป็น heuristic สำหรับตรวจคุณภาพ user story โดยเฉพาะความเป็นอิสระ คุณค่า ขนาด และ testability ส่วน RACI/SWOT/RICE ใช้คนละวัตถุประสงค์","D. INVEST: independent, negotiable, valuable, estimable, small และ testable","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","D. INVEST: independent, negotiable, valuable, estimable, small และ testable","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: data/system integration; change/traceability","D. INVEST: independent, negotiable, valuable, estimable, small และ testable","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","data/system integration; change/traceability","ควรตั้งเป็น BA confirm item ถ้าหลักฐาน policy/process owner ยังไม่ชัด"
"rg-radd-108","requirements_analysis_design","Requirements Analysis & Design Definition","hard","ทีมบัตรเครดิตของธนาคาร ต้องระบุ non-functional requirement สำหรับ เพิ่มระบบ dispute และ chargeback สำหรับรายการบัตรเครดิต ที่เกี่ยวกับ card scheme rule, dispute SLA, fraud rule และ audit trail ข้อใดเขียนได้ดีที่สุด?","ระบบต้องปลอดภัยมาก ๆ และควรเร็วพอสำหรับทุกสถานการณ์","ระบบต้องเก็บ audit trail ของ เลขบัตรแบบ masked, transaction id, merchant id, dispute reason และเอกสารหลักฐาน พร้อมผู้กระทำ เวลา และผลลัพธ์ โดยค้นคืนได้ตามระยะเวลาที่ policy กำหนด","ระบบต้องดูน่าเชื่อถือและห้ามมีปัญหาใด ๆ หลัง go-live","ระบบต้องดีเท่ากับคู่แข่งและมีประสิทธิภาพสูงที่สุด","B","ระบบต้องเก็บ audit trail ของ เลขบัตรแบบ masked, transaction id, merchant id, dispute reason และเอกสารหลักฐาน พร้อมผู้กระทำ เวลา และผลลัพธ์ โดยค้นคืนได้ตามระยะเวลาที่ policy กำหนด","Non-functional requirement ต้องวัด ตรวจสอบ และออกแบบต่อได้ ควรระบุคุณลักษณะ เงื่อนไข และเกณฑ์ ไม่ใช่คำกว้างอย่างเร็ว ปลอดภัย หรือดีมากโดยไม่มีตัวชี้วัด","B. ระบบต้องเก็บ audit trail ของ เลขบัตรแบบ masked, transaction id, merchant id, dispute reason และเอกสารหลักฐาน พร้อมผู้กระทำ เวลา และผลลัพธ์ โดยค้นคืนได้ตามระยะเวลาที่ policy กำหนด","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. ระบบต้องเก็บ audit trail ของ เลขบัตรแบบ masked, transaction id, merchant id, dispute reason และเอกสารหลักฐาน พร้อมผู้กระทำ เวลา และผลลัพธ์ โดยค้นคืนได้ตามระยะเวลาที่ policy กำหนด","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: bank-native context; compliance/policy; data/system integration; value realization","B. ระบบต้องเก็บ audit trail ของ เลขบัตรแบบ masked, transaction id, merchant id, dispute reason และเอกสารหลักฐาน พร้อมผู้กระทำ เวลา และผลลัพธ์ โดยค้นคืนได้ตามระยะเวลาที่ policy กำหนด","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","bank-native context; compliance/policy; data/system integration; value realization","ควรให้ senior/lead review ก่อน baseline เพราะโจทย์มี trade-off หรือ impact หลายมิติ"
"rg-radd-109","requirements_analysis_design","Requirements Analysis & Design Definition","hard","เมื่อวิเคราะห์ solution option สำหรับ เพิ่มระบบ dispute และ chargeback สำหรับรายการบัตรเครดิต BA พบว่าทางเลือกหนึ่งตอบโจทย์ ลดเวลาปิด dispute และลดเคส chargeback ที่ขาดหลักฐาน แต่เพิ่ม operational risk ว่า หลักฐานจาก merchant และข้อมูล transaction ไม่ตรงกันก่อนครบกำหนด SLA BA ควรทำอย่างไร?","ซ่อน risk ไว้เพราะ option ที่ตอบ KPI ควรถูกเลือกเสมอ","เลือก option ที่ risk ต่ำสุดเสมอโดยไม่ดู value หรือ feasibility","ให้ vendor เลือกทางเลือกแทนเพราะ vendor รู้เทคนิคดีที่สุด","บันทึก trade-off ระหว่าง value, risk, constraint และ stakeholder impact แล้วเสนอ recommendation พร้อม rationale","D","บันทึก trade-off ระหว่าง value, risk, constraint และ stakeholder impact แล้วเสนอ recommendation พร้อม rationale","Requirements Analysis and Design Definition รวมการวิเคราะห์ option และ recommendation BA ต้องทำ trade-off โปร่งใสระหว่าง value, risk, constraint และ impact ไม่ใช่เลือกจากมิติเดียว","D. บันทึก trade-off ระหว่าง value, risk, constraint และ stakeholder impact แล้วเสนอ recommendation พร้อม rationale","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","D. บันทึก trade-off ระหว่าง value, risk, constraint และ stakeholder impact แล้วเสนอ recommendation พร้อม rationale","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: data/system integration; stakeholder alignment; change/traceability; value realization","D. บันทึก trade-off ระหว่าง value, risk, constraint และ stakeholder impact แล้วเสนอ recommendation พร้อม rationale","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","data/system integration; stakeholder alignment; change/traceability; value realization","ควรให้ senior/lead review ก่อน baseline เพราะโจทย์มี trade-off หรือ impact หลายมิติ"
"rg-radd-110","requirements_analysis_design","Requirements Analysis & Design Definition","hard","เพิ่มระบบ dispute และ chargeback สำหรับรายการบัตรเครดิต มี requirement จำนวนมากและ stakeholder ถามว่า requirement พร้อมส่ง build หรือยัง BA ควรตรวจคุณภาพด้วยเกณฑ์ใดครบที่สุด?","ตรวจเฉพาะว่า requirement ถูกเขียนใน template เดียวกันทุกหน้า","ตรวจว่า requirement ชัดเจน ถูกต้อง ครบถ้วน สอดคล้องกัน feasible prioritized traceable และ testable","ตรวจเฉพาะว่า sponsor ส่งอีเมลว่าเห็นด้วยโดยไม่ดูความ testable","ตรวจเฉพาะว่า requirement มีคำว่า shall ครบทุกประโยค","B","ตรวจว่า requirement ชัดเจน ถูกต้อง ครบถ้วน สอดคล้องกัน feasible prioritized traceable และ testable","Requirement quality ไม่ได้วัดแค่ format แต่ต้องดูความชัด ถูกต้อง ครบ สอดคล้อง feasible prioritized traceable และ testable เพื่อให้ทีม build/test ได้อย่างมั่นใจ","B. ตรวจว่า requirement ชัดเจน ถูกต้อง ครบถ้วน สอดคล้องกัน feasible prioritized traceable และ testable","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","B. ตรวจว่า requirement ชัดเจน ถูกต้อง ครบถ้วน สอดคล้องกัน feasible prioritized traceable และ testable","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: data/system integration; stakeholder alignment","B. ตรวจว่า requirement ชัดเจน ถูกต้อง ครบถ้วน สอดคล้องกัน feasible prioritized traceable และ testable","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","data/system integration; stakeholder alignment","ควรให้ senior/lead review ก่อน baseline เพราะโจทย์มี trade-off หรือ impact หลายมิติ"
"rg-radd-111","requirements_analysis_design","Requirements Analysis & Design Definition","easy","ฝ่ายบัตรเดบิตของธนาคาร ต้องวิเคราะห์ขั้นตอน รับแจ้งบัตรเดบิตหาย อายัด ตรวจตัวตน ออกบัตรใหม่ และเปิดใช้งาน ที่มี handoff หลายทีมใน card issuing, core banking, CRM และ branch teller system Model ใดเหมาะที่สุดเพื่อเห็น flow และจุดตัดสินใจ?","Data dictionary เพียงอย่างเดียว เพราะใช้แสดงลำดับงานได้ละเอียดที่สุด","Risk register เพราะใช้แทน process flow และ actor ทั้งหมดได้","Process model เช่น BPMN หรือ workflow diagram ที่แสดงกิจกรรม actor handoff และ decision point","Release calendar เพราะบอก workflow ผู้ใช้ได้ชัดกว่า diagram","C","Process model เช่น BPMN หรือ workflow diagram ที่แสดงกิจกรรม actor handoff และ decision point","Requirements Analysis and Design Definition เลือก model ให้เหมาะกับคำถาม หากต้องเข้าใจขั้นตอนและ handoff ควรใช้ process model/BPMN ไม่ใช่ data dictionary หรือ release calendar","C. Process model เช่น BPMN หรือ workflow diagram ที่แสดงกิจกรรม actor handoff และ decision point","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","C. Process model เช่น BPMN หรือ workflow diagram ที่แสดงกิจกรรม actor handoff และ decision point","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: bank-native context; data/system integration","C. Process model เช่น BPMN หรือ workflow diagram ที่แสดงกิจกรรม actor handoff และ decision point","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","bank-native context; data/system integration","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-radd-112","requirements_analysis_design","Requirements Analysis & Design Definition","easy","Requirement ของ ปรับ flow อายัด ออกบัตรใหม่ และเปิดใช้งานบัตรเดบิต เกี่ยวข้องกับ card token, account link, block reason, replacement fee และ activation status และคำศัพท์แต่ละทีมใช้ไม่ตรงกัน BA ควรทำ artifact ใดเพื่อลดความกำกวม?","Data dictionary/glossary ที่นิยาม field, term, format, source, owner และ business rule สำคัญ","Mood board ของสีหน้าจอ เพราะช่วยให้ทุกทีมตีความข้อมูลตรงกัน","Deployment checklist เพราะอธิบายความหมายของข้อมูลได้ดีที่สุด","Timesheet ของทีม project เพราะใช้ยืนยันนิยามข้อมูลกับ stakeholder","A","Data dictionary/glossary ที่นิยาม field, term, format, source, owner และ business rule สำคัญ","เมื่อข้อมูลและคำศัพท์กำกวม data dictionary/glossary ช่วยนิยาม field/term/source/owner/rule ให้ตรงกัน เป็น artifact สำคัญในการวิเคราะห์ requirement เชิงข้อมูล","A. Data dictionary/glossary ที่นิยาม field, term, format, source, owner และ business rule สำคัญ","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","A. Data dictionary/glossary ที่นิยาม field, term, format, source, owner และ business rule สำคัญ","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: data/system integration; stakeholder alignment; change/traceability","A. Data dictionary/glossary ที่นิยาม field, term, format, source, owner และ business rule สำคัญ","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","data/system integration; stakeholder alignment; change/traceability","ควรตั้งเป็น BA confirm item ถ้าหลักฐาน policy/process owner ยังไม่ชัด"
"rg-radd-113","requirements_analysis_design","Requirements Analysis & Design Definition","easy","ฝ่ายบัตรเดบิตของธนาคาร ต้องการ requirement ที่ทดสอบได้สำหรับ ลดเวลารอออกบัตรใหม่และลด fraud หลังบัตรหาย ข้อใดเป็น acceptance criteria ที่ดีที่สุดสำหรับ ปรับ flow อายัด ออกบัตรใหม่ และเปิดใช้งานบัตรเดบิต?","ระบบต้องใช้งานง่ายและดูทันสมัยสำหรับทุกคน","ระบบควรดีขึ้นกว่าเดิมและทำให้ลูกค้าพอใจมากขึ้น","เมื่อ ลูกค้าบัตรเดบิต ทำ รับแจ้งบัตรเดบิตหาย อายัด ตรวจตัวตน ออกบัตรใหม่ และเปิดใช้งาน สำเร็จ ระบบต้องแสดงสถานะถัดไปและบันทึกหลักฐานที่เกี่ยวข้องภายในเวลาที่ตกลงไว้","หน้าจอควรสวย มีปุ่มชัด และทีมพัฒนาควรทำให้ดีที่สุด","C","เมื่อ ลูกค้าบัตรเดบิต ทำ รับแจ้งบัตรเดบิตหาย อายัด ตรวจตัวตน ออกบัตรใหม่ และเปิดใช้งาน สำเร็จ ระบบต้องแสดงสถานะถัดไปและบันทึกหลักฐานที่เกี่ยวข้องภายในเวลาที่ตกลงไว้","Acceptance criteria ที่ดีต้องสังเกตและทดสอบได้ ระบุ trigger, behavior, output และเงื่อนไขสำคัญ คำว่าใช้งานง่าย ดีขึ้น หรือสวยเป็นคำกว้างที่ต้องแตกต่อให้วัดได้","C. เมื่อ ลูกค้าบัตรเดบิต ทำ รับแจ้งบัตรเดบิตหาย อายัด ตรวจตัวตน ออกบัตรใหม่ และเปิดใช้งาน สำเร็จ ระบบต้องแสดงสถานะถัดไปและบันทึกหลักฐานที่เกี่ยวข้องภายในเวลาที่ตกลงไว้","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","C. เมื่อ ลูกค้าบัตรเดบิต ทำ รับแจ้งบัตรเดบิตหาย อายัด ตรวจตัวตน ออกบัตรใหม่ และเปิดใช้งาน สำเร็จ ระบบต้องแสดงสถานะถัดไปและบันทึกหลักฐานที่เกี่ยวข้องภายในเวลาที่ตกลงไว้","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: bank-native context; data/system integration","C. เมื่อ ลูกค้าบัตรเดบิต ทำ รับแจ้งบัตรเดบิตหาย อายัด ตรวจตัวตน ออกบัตรใหม่ และเปิดใช้งาน สำเร็จ ระบบต้องแสดงสถานะถัดไปและบันทึกหลักฐานที่เกี่ยวข้องภายในเวลาที่ตกลงไว้","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","bank-native context; data/system integration","ไม่ต้อง escalate หากมีหลักฐาน requirement และ owner ชัด"
"rg-radd-114","requirements_analysis_design","Requirements Analysis & Design Definition","medium","ปรับ flow อายัด ออกบัตรใหม่ และเปิดใช้งานบัตรเดบิต มี business rule ซับซ้อนเกี่ยวกับ KYC verification, card PIN policy, fraud block rule และ fee waiver และผลลัพธ์ขึ้นกับหลายเงื่อนไข Model ใดเหมาะที่สุดเพื่อวิเคราะห์ rule?","Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Org chart เพราะแสดงเงื่อนไข business rule ได้ละเอียดกว่า table","Empathy map เพราะใช้ตรวจ logic ของ rule หลายเงื่อนไขได้ดีที่สุด","Release burndown เพราะบอกผลลัพธ์ของ rule ตาม condition ได้ครบ","A","Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Decision table เหมาะกับ rule ที่มีหลาย condition และ outcome เพราะช่วยตรวจ coverage, conflict และ gap ของเงื่อนไขได้ดีกว่า artifact ที่เน้นคนหรือ timeline","A. Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Junior ควรเลือก artifact ที่ทำให้ requirement ชัดและ test ได้ เช่น process model, data dictionary, decision table, interface analysis หรือ acceptance criteria จุดระวัง: อย่าจำแค่คำตอบ ให้โยงกับ evidence ในโจทย์และระบุ assumption ที่ยังไม่รู้","A. Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Senior review: ต้องทำ rule/data/interface ให้ dev และ QA ใช้ต่อได้จริง โดยเฉพาะ field definition, source of truth, error handling, SLA และ audit requirement Bank lens: bank-native context; compliance/policy; data/system integration; value realization","A. Decision table หรือ decision model ที่แสดง condition, combination และ expected outcome อย่างเป็นระบบ","Team Lead gate: พร้อมเมื่อ requirement clear, correct, complete, consistent, feasible, prioritized, traceable และ testable พร้อม artifact ที่เกี่ยวข้อง Decision: ตอบข้อนี้ได้ แต่ก่อนส่ง dev/test ต้องมี evidence, owner และ acceptance/checkpoint ที่ตรวจสอบได้","บริบทธนาคาร: แปลง requirement เป็น process model, business rule, data dictionary, interface contract, state model, NFR และ acceptance criteria ที่ test ได้","bank-native context; compliance/policy; data/system integration; value realization","ควรตั้งเป็น BA confirm item ถ้าหลักฐาน policy/process owner ยังไม่ชัด"
